Comments,Score,Difficulty,Attendance,Would Take Again
"If you are not already interested in the subject I would not recommend this class.The reason I say this is because he doesn't make interesting at all.  He is a nice guy, but his lessons are not well structured and he sometimes is difficult to understand. For most of the class you are kind of on your own with just the text book.",2.0,3.0,,
He is not a very good teacher. You have to do most of the note taking and reading on your own!! And actually STUDY! for his tests but other then that he is a nice guy..even when you're failing he will lend you a helping hand and he is passionate and intellegent in his field..Hes pretty much experienced it.,3.0,5.0,,
"Hated his class, had a very strong accent so it was hard for me to understand him let alone learn about the subject, wouldn't recommend him for first poli scie class, you'll get lost!!",1.5,5.0,,
"Aslam Khan is one of the best professors I have ever had. He is tough because he makes you work for your grade and the right to be in his class. You have to demonstrate a will, want, and maturity or else you will just get the general education and absolutely nothing else of the wonders of the world he can teach you. Aslam Khan is one of the best!",5.0,5.0,,
"Not an easy class at all. It's challenging and interesting. He's such an interesting, intelligent and passionate teacher. Take his class, work hard and you will leave the class with so much knowledge.",3.5,5.0,,
"I love this guy! He is such a character, he can be unclear and often veers off of the subject during lecture. But he has a lot of interesting knowledge & I don't mind his tangents. I have taken 2 of his classes so far and am enrolled in one currently. Independent students will do the best, he is a college teacher not a high school teacher.",3.5,2.0,,
Really funny. This guy is a crack up.  He travels all over and talks about the trips.,4.0,2.0,,
Khan is very funny.  He does a great job of relating the class to current events which kept me interested.  He has the class read the New York Times which was cool.  Learned a lot.  Funny guy.,4.5,2.0,,
Just because someone knows his field doesn't mean he can teach it. He does not like students' who have opinions that challenge  his. Avoid his classes like the plague because he poisons students' mind with his negative views about America and life in general.,1.0,5.0,,
"Skip Lecture; ""it's like he just read the book last night and is repeating what he can remember."" Study from the book, do all online exercises as they're basically the same as tests. Memorize oscure numbers, etc, from NYT articles read, for test.",1.0,3.0,,
"Really intelligent and passionate about what he is teaching, but sometimes it's hard to understand what he's saying. Hard tests, but graded on a curve. And all of the answers for the hybrid class quizzes were avalible online, almost verbatim.",3.0,3.0,,
"He is very well established in his field, and indeed an intelligent man, but he lacks teaching skills.",4.5,5.0,,
This teacher definitely wants her students to pass. And she does make very clear that you just need to show up and participate to get that grade. Its easy. She is accommodating with injuries but not how fast you can learn to dance. She is a bit prudish sometimes but otherwise she tries her best to work with her students.,3.0,2.0, Mandatory,
This is the second time I'm taking dance class with her. She is an amazing teacher who cares about her students. Very reasonable and understandable teacher. I learned a lot in her class and would offer you to take her classes. She is so kind and has too many methods to teach you. ,5.0,2.0,,
"This was my first dance class and to be honest I took a like in dance because of her. As a beginner I was more hard-working and punctual to class and I hardly missed a class. Therefore, I was able to get a good grade. However, students who miss classes quite often tend to get bad grades just as they deserve it. ",4.0,2.0, Mandatory,
She is a great teacher! Easy and fun class to take :),5.0,1.0, Mandatory,
"Betty Ann is so sweet! The class is very fun, and your skill level doesn't decide your grade. One thing is that she can be kind of pushy about taking other dance classes which can be pretty awkward sometimes, but aside from that she was great!",3.5,1.0, Mandatory,
Sweet lady but not very good at dancing. I had to learn how to do most of the moves from the other dancers who knew what they were doing. Class is easy but can be boring sometimes.,2.5,1.0,,
"Nice teacher, and a very fun class! The downside is that she doesn't explain very well. If you have a bit of dance experience, it should be easy. If not, it will be a bit fast paced for you. Other than that, its a fun class!",2.5,1.0, Mandatory,
"This was my first ever dance class. She was helpful and considerate. I'm not a person who likes to dance, but she definitely does make it fun.",3.5,3.0,,
"Betty Ann could easily pass for the Wicked Step Mother in Cinderella. At first, she is sweet, but as the days go on, she will insult you and take away opportunities unless she thinks you are fabulous, or you suck up to her and do whatever she says. I felt like Cinderella before the ball, but watch out BA because we all know what happens in the end!",1.0,3.0,,
